id,Review,aspect category,aspect category1,aspect category2,polarity,polarity1,polarity2
1254,"['I was hopong it'd be a bit simple to my own virtual assistant to making invoices. I wanted a way in converting payments to credits. Through that approach, whenever payment is made in advance, it would automatically apply such advancement payment for invoices in the future. I feel like it's better to remove the three-invoice reminder restriction.']",['accounting method'],[''],[''],0,,
1255,"['One issue I'm facing with Freshboosk is that I've yet determine how to remove projects/clients. This is actually clogging my list. We've got projects that we haven't been working on for a number of years. Thing is, they're still showing up on the time tracking list.']",['ease of use'],['functionality'],[''],0,0,
1256,['I have a major grouse with FreshBooks. You cannot snail mail an estimate with the â€œsnail mail buttonâ€. When you send an email using Yahoo or Comcast.net the estimate gets rejected and you donâ€™t even get a mailer daemon message about the failure. This forces me to call clients and I get embarrassed when they say the estimate is not even in their junk mail. This annoyance occurs regularly because of which I am thinking of switching to another software.'],['functionality'],['customer support'],[''],0,0,
1257,"['I was hoping Freshbooks would let keep time-billing segregated from time tracking. Fortunately, its latest version now allows this.']",['none'],[''],[''],1,,
1258,['One aspect that I'd be pleased to see is being able to do more than just what it's offering. By that would mean procuring a business loan/line of credit via data within Freshbooks.'],['functionality'],[''],[''],0,,
1259,['My only gripe is the app lacks a browser extension for the time tracking timer. I use this feature a lot so it would be great if the vendor adds it to the software.'],['accounting method'],['time'],[''],0,0,
1260,['My only grouse is the card reader is priced a bit steeply.'],['price'],[''],[''],0,,
1261,"['The time tracking feature gives some trouble. There are two options: you can use the timer or enter time manually. During our work, we constantly keep switching from one project to another. It is difficult to keep switching the timer constantly. If we enter time manually, it shows inaccurate estimates.']",['accounting method'],[''],[''],0,,
1262,['This software a bit expensive to try to be used by an entrepreneur.'],['price'],[''],[''],0,,
1263,"['The app lacks integration with QuickBooks Online, but to be realistic no app has integration with QuickBooks Online.']",['other'],[''],[''],0,,
1264,"['The only drawback I can point out is when I create a new invoice using the mobile app, the invoice doesnâ€™t get the next serial number, I need to manually change it.']",['accounting method'],['auto update'],[''],0,0,
1265,['I donâ€™t like paying the subscription amount but the investment is worth it. My only issue is I can enter only a percentage and not a discount amount. When I give discount to a client I need to manually calculate the percentage and arrive at the correct amount to quote to the client.'],['functionality'],['time'],[''],0,0,
1266,"['I can't think of much, really. Maybe they ought to have further flexibility on their invoice templates. Specifically offering day-based rates instead of the typical hourly-based approach, for instance.']",['ui'],['price'],[''],0,0,
1267,"['While Freshbooks is really simple to utilize, it's lacking an essential features in tracking time. As a knowledge worker, it's imperative to have a tracker running in the dock. That way, I get to track my actual time instead of having to do the guesswork on the time spent on a certain task. They're headquartered in Canada and their only main area of concentration is North America-based businesses.']",['ease of use'],['accounting method'],[''],1,0,
1268,"['One downside with this is that whenever I'm out of an allotted number of projects/clients, I'd resort to either deleting or archiving some. I frequently have repeat clients. This can be bad thing, but it can be easier to have them re-instated clients I've archived.']",['backup'],[''],[''],0,,
1269,"['FreshBooks cannot be used for complete double-entry bookkeeping. It can be used only to track income and expenses. You cannot use it to track Balance Sheet things, manage deposits other than from invoice payments, or to reconcile bank accounts. Another disadvantage is there is no integration with QuickBooks Online.']",['accounting method'],['functionality'],[''],0,0,
